Date,open,high,low,close,volume
2021-06-14 04:00:00+00:00,360.76175254346515,366.1429969725903,357.2847693077264,360.8470153808594,9808500
2021-06-21 04:00:00+00:00,362.1449566746477,374.6980519681443,360.54384258459373,373.7601318359375,8647800
2021-06-28 04:00:00+00:00,374.2243510138026,379.69085834038015,372.4527112438571,377.9571228027344,8400800
2021-07-05 04:00:00+00:00,378.80976196616723,392.22499722480006,376.22334034409903,390.68072509765625,8961400
2021-07-12 04:00:00+00:00,392.2629330949902,392.5566258519139,383.25311702060634,388.78594970703125,8605400
2021-07-19 04:00:00+00:00,388.4922183228341,401.6895401490427,388.48273503727665,401.15899658203125,8502200
2021-07-26 04:00:00+00:00,401.1305680199876,408.8045408497155,398.2409994005164,407.1181640625,7967300
2021-08-02 04:00:00+00:00,408.73563445810004,420.9610699401824,403.8568673347582,417.2877502441406,7627900
2021-08-09 04:00:00+00:00,418.25586440399417,425.5740289002103,416.98396758255836,425.0614929199219,8173700
2021-08-16 04:00:00+00:00,425.1469537413679,437.211015952583,418.8823638312465,435.6638488769531,9347300
2021-08-23 04:00:00+00:00,434.03126718607814,435.73030647510336,423.99846263354385,427.4534606933594,7627000
2021-08-30 04:00:00+00:00,428.11787282096793,440.0395634372144,427.5483594034212,439.04290771484375,7001600
2021-09-06 04:00:00+00:00,438.99550384674603,445.8960281494859,434.37300447333865,441.52032470703125,5558900
2021-09-13 04:00:00+00:00,443.3236400911225,444.4436646084065,432.9586193255495,436.1573486328125,9822600
2021-09-20 04:00:00+00:00,433.4238276197941,444.89940397843185,423.9225318207102,443.97869873046875,10929100
2021-09-27 04:00:00+00:00,441.8904639036705,446.5794125187632,418.3603271237374,425.54559326171875,10777800
2021-10-04 04:00:00+00:00,425.55496865632415,436.23323389361866,414.003474838725,428.8865966796875,8919300
2021-10-11 04:00:00+00:00,427.16868420138064,430.87047788532675,421.502082304421,429.3992614746094,6989300
2021-10-18 04:00:00+00:00,426.7604744032262,460.3804166337553,425.70689932561083,457.4949035644531,7993100
2021-10-25 04:00:00+00:00,457.4949510675669,469.0559777024523,455.1315037273427,466.55963134765625,9857800
2021-11-01 04:00:00+00:00,469.79571887261983,494.5713735829394,463.1882683327496,487.8307800292969,10103600
2021-11-08 05:00:00+00:00,488.1064857400263,494.04845355415046,475.54757970539225,491.6811828613281,8950700
2021-11-15 05:00:00+00:00,492.9361005141292,508.8986389214906,491.90931229683775,507.4820251464844,8266400
2021-11-22 05:00:00+00:00,507.0353919933434,527.2190553120903,506.0846768785341,519.2140502929688,8498700
2021-11-29 05:00:00+00:00,519.213972963032,533.1419705314187,488.70550394072745,502.8616638183594,16302300
2021-12-06 05:00:00+00:00,506.01800175016524,533.6077665109992,497.9844492996881,531.2785034179688,17584300
2021-12-13 05:00:00+00:00,523.3114497396285,538.6274510335348,511.0757550716447,520.6209106445312,18281700
2021-12-20 05:00:00+00:00,515.4111130229553,525.3745873726639,509.65929904095043,523.2449951171875,7718700
2021-12-27 05:00:00+00:00,524.3572409164651,543.3240135419848,524.2621926434665,539.7208251953125,8018800
2022-01-03 05:00:00+00:00,537.1824623831561,540.6905446228303,507.90991377003274,509.7543029785156,12526100
2022-01-10 05:00:00+00:00,503.2038311308043,504.2686270975011,477.1257303252947,478.2000427246094,15404200
2022-01-17 05:00:00+00:00,470.0904399721894,475.2433270427914,457.59806237228315,457.8737487792969,12700600
2022-01-24 05:00:00+00:00,452.1124506078411,471.3549395520378,445.8947961682177,468.1605224609375,14855100
2022-01-31 05:00:00+00:00,467.7516773306253,500.49429706485006,466.44920270867567,494.1530456542969,12428000
2022-02-07 05:00:00+00:00,496.35882629841245,508.67972515610785,483.10483331707536,485.2852783203125,10490900
2022-02-14 05:00:00+00:00,484.6377667780407,493.416673391127,477.4490021787586,488.1416931152344,9682500
2022-02-21 05:00:00+00:00,485.5995319250117,493.4548184708575,459.87228875313326,492.7311706542969,9336000
2022-02-28 05:00:00+00:00,489.6937527792098,513.1739490999141,486.8372851665195,500.35791015625,15566100
2022-03-07 05:00:00+00:00,498.40603451679414,519.2010875393148,491.0363568972475,502.1860656738281,13849100
2022-03-14 04:00:00+00:00,502.51938080955836,535.6353356168778,498.49172149077083,534.4927368164062,13087100
2022-03-21 04:00:00+00:00,533.3405405955988,539.6342762126551,522.9429578684014,529.1224975585938,10050300
2022-03-28 04:00:00+00:00,530.1030606202999,558.2678374776724,527.0180860006411,548.0321655273438,11521300
2022-04-04 04:00:00+00:00,546.4804166972178,582.9765724315582,543.0812128050821,571.3316650390625,14709200
