entry_time,exit_time,symbol,timeframe,asset_class,direction,exit_reason,label,gross_r,cost_r,net_r,risk_amount,money_pnl,equity_after,open_slots_in_use
2024-10-23 16:00:00+00:00,2024-10-28 12:00:00+00:00,AAPL,4h,us_stocks,long,tp,1,3.0,0.0875,2.9125,57.78,168.29,5946.48,5
2024-10-28 12:00:00+00:00,2024-11-06 12:00:00+00:00,XLE,4h,etfs,long,tp,1,3.0,0.0292,2.9708,59.46,176.66,6123.13,5
2024-10-30 00:00:00+00:00,2024-10-31 00:00:00+00:00,EURUSD=X,1d,fx,short,sl,0,-1.0,0.2172,-1.2172,61.23,-74.53,6048.6,5
2024-10-31 00:00:00+00:00,2024-11-03 00:00:00+00:00,ETH-USD,1d,crypto,long,sl,0,-1.0,0.1465,-1.1465,60.49,-69.35,5979.25,5
2024-11-03 15:00:00+00:00,2024-11-03 17:00:00+00:00,SOL-USD,1h,crypto,long,tp,1,3.0,0.6837,2.3163,59.79,138.5,6117.75,5
2024-11-03 21:00:00+00:00,2024-11-04 03:00:00+00:00,SOL-USD,1h,crypto,short,sl,0,-1.0,0.6264,-1.6264,61.18,-99.5,6018.25,5
2024-11-04 03:00:00+00:00,2024-11-04 06:00:00+00:00,NZDUSD=X,1h,fx,short,tp,1,3.0,0.1919,2.8081,60.18,169.0,6187.25,5
2024-11-04 08:00:00+00:00,2024-11-05 16:00:00+00:00,BZ=F,4h,commodities,short,sl,0,-1.0,0.0625,-1.0625,61.87,-65.74,6121.51,5
2024-11-05 16:30:00+00:00,2024-11-05 20:30:00+00:00,IWM,1h,etfs,short,sl,0,-1.0,0.0774,-1.0774,61.22,-65.96,6055.56,5
2024-11-05 21:00:00+00:00,2024-11-05 23:00:00+00:00,GBPUSD=X,1h,fx,short,sl,0,-1.0,0.3887,-1.3887,60.56,-84.09,5971.47,5
2024-11-05 23:00:00+00:00,2024-11-06 00:00:00+00:00,USDJPY=X,1h,fx,short,sl,0,-1.0,0.0902,-1.0902,59.71,-65.1,5906.37,5
2024-11-06 00:00:00+00:00,2024-11-06 04:00:00+00:00,EURUSD=X,4h,fx,long,sl,0,-1.0,0.1242,-1.1242,59.06,-66.4,5839.96,3
2024-11-06 00:00:00+00:00,2024-11-06 08:00:00+00:00,AUDUSD=X,4h,fx,long,tp,1,3.0,0.0641,2.9359,58.4,171.45,6011.42,4
2024-11-06 00:00:00+00:00,2024-11-11 00:00:00+00:00,SLV,1d,etfs,long,sl,0,-1.0,0.013,-1.013,60.11,-60.9,5950.52,5
2024-11-06 04:00:00+00:00,2024-11-06 05:00:00+00:00,HG=F,1h,commodities,long,tp,1,3.0,0.53,2.47,59.51,146.98,6097.5,5
2024-11-06 05:00:00+00:00,2024-11-08 17:00:00+00:00,USDCHF=X,1h,fx,long,timeout,0,2.2815,0.0586,2.2229,60.98,135.54,6233.04,5
2024-11-06 08:00:00+00:00,2024-11-07 02:00:00+00:00,AUDUSD=X,1h,fx,short,sl,0,-1.0,0.0637,-1.0637,62.33,-66.3,6166.75,5
2024-11-06 12:00:00+00:00,2024-11-22 12:00:00+00:00,PG,4h,us_stocks,long,tp,1,3.0,0.0294,2.9706,61.67,183.19,6349.93,5
2024-11-07 00:00:00+00:00,2024-11-07 16:00:00+00:00,SOL-USD,4h,crypto,short,sl,0,-1.0,0.3142,-1.3142,63.5,-83.45,6266.48,5
2024-11-07 04:00:00+00:00,2024-11-07 12:00:00+00:00,AUDUSD=X,4h,fx,short,sl,0,-1.0,0.0553,-1.0553,62.66,-66.13,6200.35,5
2024-11-07 12:00:00+00:00,2024-11-08 12:00:00+00:00,AUDUSD=X,4h,fx,short,tp,1,3.0,0.0559,2.9441,62.0,182.54,6382.9,5
2024-11-07 16:00:00+00:00,2024-11-15 12:00:00+00:00,META,4h,us_stocks,short,tp,1,3.0,0.0416,2.9584,63.83,188.83,6571.73,5
2024-11-08 12:00:00+00:00,2024-11-08 16:00:00+00:00,PG,4h,us_stocks,short,sl,0,-1.0,0.129,-1.129,65.72,-74.19,6497.53,5
2024-11-08 16:00:00+00:00,2024-11-15 16:00:00+00:00,EURJPY=X,4h,fx,long,sl,0,-1.0,0.0278,-1.0278,64.98,-66.78,6430.75,5
2024-11-08 17:00:00+00:00,2024-11-11 00:00:00+00:00,NG=F,1h,commodities,long,tp,1,3.0,0.0478,2.9522,64.31,189.85,6620.6,5
2024-11-11 00:00:00+00:00,2024-11-15 00:00:00+00:00,PG,1d,us_stocks,short,sl,0,-1.0,0.0786,-1.0786,66.21,-71.41,6549.19,4
2024-11-11 00:00:00+00:00,2024-11-11 02:00:00+00:00,AUDJPY=X,1h,fx,short,sl,0,-1.0,0.0722,-1.0722,65.49,-70.22,6478.97,5
2024-11-11 02:00:00+00:00,2024-11-11 10:00:00+00:00,GC=F,1h,commodities,long,sl,0,-1.0,0.4905,-1.4905,64.79,-96.57,6382.4,5
2024-11-11 10:00:00+00:00,2024-11-11 12:00:00+00:00,BZ=F,1h,commodities,long,sl,0,-1.0,0.1752,-1.1752,63.82,-75.0,6307.4,5
2024-11-11 12:00:00+00:00,2024-11-12 12:00:00+00:00,GLD,4h,etfs,long,sl,0,-1.0,0.0883,-1.0883,63.07,-68.64,6238.75,5
2024-11-12 12:00:00+00:00,2024-11-13 12:00:00+00:00,JNJ,4h,us_stocks,long,sl,0,-1.0,0.0927,-1.0927,62.39,-68.17,6170.59,5
2024-11-13 12:00:00+00:00,2024-11-13 16:00:00+00:00,BZ=F,4h,commodities,long,tp,1,3.0,0.1652,2.8348,61.71,174.93,6345.51,5
2024-11-13 16:00:00+00:00,2024-11-13 17:00:00+00:00,GBPJPY=X,1h,fx,short,sl,0,-1.0,0.0928,-1.0928,63.46,-69.34,6276.17,5
2024-11-13 17:00:00+00:00,2024-11-13 20:00:00+00:00,GC=F,1h,commodities,long,sl,0,-1.0,0.3738,-1.3738,62.76,-86.22,6189.95,5
2024-11-13 20:00:00+00:00,2024-11-14 01:00:00+00:00,SI=F,1h,commodities,long,sl,0,-1.0,0.1596,-1.1596,61.9,-71.78,6118.17,5
2024-11-14 04:00:00+00:00,2024-11-14 06:00:00+00:00,BNB-USD,1h,crypto,short,sl,0,-1.0,0.4492,-1.4492,61.18,-88.66,6029.5,5
2024-11-14 08:00:00+00:00,2024-11-14 16:00:00+00:00,GBPUSD=X,4h,fx,long,tp,1,3.0,0.0884,2.9116,60.3,175.56,6205.06,5
2024-11-14 19:30:00+00:00,2024-11-15 14:30:00+00:00,AAPL,1h,us_stocks,long,sl,0,-1.0,0.1887,-1.1887,62.05,-73.76,6131.3,5
2024-11-15 00:00:00+00:00,2024-11-15 04:00:00+00:00,BZ=F,4h,commodities,long,sl,0,-1.0,0.1456,-1.1456,61.31,-70.24,6061.06,5
2024-11-15 04:00:00+00:00,2024-11-15 05:00:00+00:00,BZ=F,1h,commodities,long,sl,0,-1.0,0.5512,-1.5512,60.61,-94.02,5967.04,5
2024-11-15 06:00:00+00:00,2024-11-18 01:00:00+00:00,GC=F,1h,commodities,long,tp,1,3.0,0.3254,2.6746,59.67,159.6,6126.63,5
2024-11-15 12:00:00+00:00,2024-11-20 12:00:00+00:00,JPM,4h,us_stocks,short,tp,1,3.0,0.0841,2.9159,61.27,178.65,6305.28,5
2024-11-15 14:30:00+00:00,2024-11-15 16:30:00+00:00,META,1h,us_stocks,long,sl,0,-1.0,0.1061,-1.1061,63.05,-69.74,6235.54,5
2024-11-15 17:30:00+00:00,2024-11-18 14:30:00+00:00,HD,1h,us_stocks,short,sl,0,-1.0,0.2286,-1.2286,62.36,-76.61,6158.93,4
2024-11-15 18:30:00+00:00,2024-11-18 14:30:00+00:00,AMZN,1h,us_stocks,long,tp,1,3.0,0.1036,2.8964,61.59,178.39,6337.31,5
2024-11-18 03:00:00+00:00,2024-11-18 07:00:00+00:00,NZDUSD=X,1h,fx,long,sl,0,-1.0,0.1501,-1.1501,63.37,-72.88,6264.43,5
2024-11-18 07:00:00+00:00,2024-11-18 11:00:00+00:00,AUDUSD=X,1h,fx,long,sl,0,-1.0,0.1415,-1.1415,62.64,-71.51,6192.92,5
2024-11-18 12:00:00+00:00,2024-11-25 12:00:00+00:00,SLV,4h,etfs,short,tp,1,3.0,0.0518,2.9482,61.93,182.58,6375.5,5
2024-11-18 14:30:00+00:00,2024-11-19 14:30:00+00:00,JNJ,1h,us_stocks,short,tp,1,3.0,0.1201,2.8799,63.75,183.61,6559.11,4
2024-11-18 14:30:00+00:00,2024-11-18 16:30:00+00:00,JNJ,1h,us_stocks,short,tp,1,3.0,0.2335,2.7665,65.59,181.46,6740.57,5
2024-11-18 17:30:00+00:00,2024-11-21 14:30:00+00:00,PG,1h,us_stocks,short,sl,0,-1.0,0.1377,-1.1377,67.41,-76.68,6663.88,5
2024-11-19 14:30:00+00:00,2024-11-21 15:30:00+00:00,XLF,1h,etfs,long,tp,1,3.0,0.1168,2.8832,66.64,192.13,6856.01,5
2024-11-20 12:00:00+00:00,2024-11-20 16:00:00+00:00,JPM,4h,us_stocks,long,sl,0,-1.0,0.1984,-1.1984,68.56,-82.17,6773.85,5
2024-11-20 16:00:00+00:00,2024-11-21 00:00:00+00:00,GBPJPY=X,4h,fx,long,sl,0,-1.0,0.0412,-1.0412,67.74,-70.53,6703.31,5
2024-11-21 00:00:00+00:00,2024-11-25 00:00:00+00:00,AUDUSD=X,4h,fx,short,sl,0,-1.0,0.0736,-1.0736,67.03,-71.97,6631.35,5
2024-11-21 14:30:00+00:00,2024-11-21 15:30:00+00:00,XLK,1h,etfs,short,tp,1,3.0,0.0808,2.9192,66.31,193.58,6824.93,5
2024-11-21 15:30:00+00:00,2024-11-21 16:30:00+00:00,GOOGL,1h,us_stocks,long,sl,0,-1.0,0.0972,-1.0972,68.25,-74.88,6750.05,4
2024-11-21 15:30:00+00:00,2024-11-21 19:30:00+00:00,XOM,1h,us_stocks,short,sl,0,-1.0,0.1788,-1.1788,67.5,-79.57,6670.48,5
2024-11-21 20:00:00+00:00,2024-11-22 08:00:00+00:00,EURJPY=X,4h,fx,long,sl,0,-1.0,0.0385,-1.0385,66.7,-69.27,6601.21,4
2024-11-22 00:00:00+00:00,2024-12-06 00:00:00+00:00,USDCHF=X,1d,fx,short,tp,1,3.0,0.0305,2.9695,66.01,196.02,6797.23,5
2024-11-22 08:00:00+00:00,2024-11-22 09:00:00+00:00,NZDUSD=X,1h,fx,short,tp,1,3.0,0.152,2.848,67.97,193.58,6990.81,5
2024-11-22 09:00:00+00:00,2024-11-25 00:00:00+00:00,EURJPY=X,1h,fx,long,tp,1,3.0,0.0568,2.9432,69.91,205.75,7196.56,5
2024-11-22 12:00:00+00:00,2024-11-22 16:00:00+00:00,USDCHF=X,4h,fx,short,sl,0,-1.0,0.0928,-1.0928,71.97,-78.64,7117.92,5
2024-11-22 16:00:00+00:00,2024-11-25 04:00:00+00:00,BZ=F,4h,commodities,short,tp,1,3.0,0.1771,2.8229,71.18,200.93,7318.86,5
2024-11-25 00:00:00+00:00,2024-12-02 00:00:00+00:00,QQQ,1d,etfs,short,sl,0,-1.0,0.0397,-1.0397,73.19,-76.1,7242.76,4
2024-11-25 00:00:00+00:00,2024-12-02 00:00:00+00:00,^IXIC,1d,indices,short,sl,0,-1.0,0.0613,-1.0613,72.43,-76.87,7165.89,5
2024-11-25 04:00:00+00:00,2024-11-25 08:00:00+00:00,ETH-USD,4h,crypto,short,sl,0,-1.0,0.369,-1.369,71.66,-98.1,7067.79,5
2024-11-25 08:00:00+00:00,2024-11-25 13:00:00+00:00,USDJPY=X,1h,fx,short,tp,1,3.0,0.0772,2.9228,70.68,206.58,7274.37,5
2024-11-25 12:00:00+00:00,2024-12-02 12:00:00+00:00,QQQ,4h,etfs,short,sl,0,-1.0,0.0563,-1.0563,72.74,-76.84,7197.54,5
2024-11-25 13:00:00+00:00,2024-11-26 00:00:00+00:00,EURUSD=X,1h,fx,short,tp,1,3.0,0.0781,2.9219,71.98,210.31,7407.84,5
2024-11-26 00:00:00+00:00,2024-11-27 00:00:00+00:00,GBPJPY=X,4h,fx,long,sl,0,-1.0,0.019,-1.019,74.08,-75.48,7332.36,5
2024-11-27 00:00:00+00:00,2024-11-29 08:00:00+00:00,GBPJPY=X,4h,fx,long,sl,0,-1.0,0.0145,-1.0145,73.32,-74.39,7257.97,5
2024-11-29 12:00:00+00:00,2024-12-02 12:00:00+00:00,XLK,4h,etfs,short,sl,0,-1.0,0.0614,-1.0614,72.58,-77.03,7180.94,5
2024-12-02 00:00:00+00:00,2024-12-02 12:00:00+00:00,NZDUSD=X,4h,fx,long,sl,0,-1.0,0.0957,-1.0957,71.81,-78.68,7102.25,4
2024-12-02 04:00:00+00:00,2024-12-02 12:00:00+00:00,USDCHF=X,4h,fx,short,sl,0,-1.0,0.1491,-1.1491,71.02,-81.61,7020.64,5
2024-12-02 12:00:00+00:00,2024-12-04 12:00:00+00:00,MSFT,4h,us_stocks,short,sl,0,-1.0,0.0475,-1.0475,70.21,-73.54,6947.1,2
2024-12-02 12:00:00+00:00,2024-12-04 12:00:00+00:00,AMZN,4h,us_stocks,short,sl,0,-1.0,0.0281,-1.0281,69.47,-71.42,6875.68,3
2024-12-02 12:00:00+00:00,2024-12-03 12:00:00+00:00,XLF,4h,etfs,long,sl,0,-1.0,0.1398,-1.1398,68.76,-78.37,6797.31,4
2024-12-02 14:00:00+00:00,2024-12-03 08:00:00+00:00,NZDUSD=X,1h,fx,long,tp,1,3.0,0.1047,2.8953,67.97,196.81,6994.12,5
2024-12-03 08:00:00+00:00,2024-12-06 12:00:00+00:00,AUDJPY=X,4h,fx,short,tp,1,3.0,0.0351,2.9649,69.94,207.37,7201.49,5
2024-12-03 12:00:00+00:00,2024-12-03 20:00:00+00:00,SOL-USD,4h,crypto,long,tp,1,3.0,0.2144,2.7856,72.01,200.6,7402.09,5
2024-12-03 20:00:00+00:00,2024-12-04 00:00:00+00:00,SOL-USD,4h,crypto,short,sl,0,-1.0,0.2071,-1.2071,74.02,-89.35,7312.74,5
2024-12-04 00:00:00+00:00,2024-12-10 00:00:00+00:00,GOOGL,1d,us_stocks,short,sl,0,-1.0,0.0284,-1.0284,73.13,-75.2,7237.54,5
2024-12-04 12:00:00+00:00,2024-12-05 12:00:00+00:00,AVGO,4h,us_stocks,short,sl,0,-1.0,0.1255,-1.1255,72.38,-81.46,7156.08,4
2024-12-04 12:00:00+00:00,2024-12-05 16:00:00+00:00,NZDUSD=X,4h,fx,long,tp,1,3.0,0.0617,2.9383,71.56,210.27,7366.35,5
2024-12-05 12:00:00+00:00,2024-12-09 20:00:00+00:00,^RUT,4h,indices,long,sl,0,-1.0,0.103,-1.103,73.66,-81.25,7285.1,5
2024-12-05 16:00:00+00:00,2024-12-10 12:00:00+00:00,MSFT,4h,us_stocks,short,sl,0,-1.0,0.0531,-1.0531,72.85,-76.72,7208.38,5
2024-12-06 00:00:00+00:00,2024-12-09 00:00:00+00:00,BZ=F,1d,commodities,long,tp,1,3.0,0.1476,2.8524,72.08,205.61,7413.99,5
2024-12-06 12:00:00+00:00,2024-12-09 12:00:00+00:00,CVX,4h,us_stocks,long,tp,1,3.0,0.0986,2.9014,74.14,215.11,7629.1,5
2024-12-09 00:00:00+00:00,2024-12-18 00:00:00+00:00,PG,1d,us_stocks,long,sl,0,-1.0,0.0687,-1.0687,76.29,-81.53,7547.57,5
2024-12-09 12:00:00+00:00,2024-12-10 00:00:00+00:00,NZDUSD=X,4h,fx,short,tp,1,3.0,0.1244,2.8756,75.48,217.04,7764.61,5
2024-12-09 20:00:00+00:00,2024-12-10 00:00:00+00:00,USDCAD=X,4h,fx,short,sl,0,-1.0,0.0909,-1.0909,77.65,-84.7,7679.9,5
2024-12-10 00:00:00+00:00,2024-12-11 00:00:00+00:00,GOOGL,1d,us_stocks,short,sl,0,-1.0,0.0319,-1.0319,76.8,-79.25,7600.65,3
2024-12-10 02:00:00+00:00,2024-12-10 03:00:00+00:00,AUDJPY=X,1h,fx,long,sl,0,-1.0,0.1231,-1.1231,76.01,-85.36,7515.29,4
2024-12-10 03:00:00+00:00,2024-12-10 15:00:00+00:00,AUDUSD=X,1h,fx,long,sl,0,-1.0,0.1047,-1.1047,75.15,-83.02,7432.27,4
2024-12-10 03:00:00+00:00,2024-12-10 07:00:00+00:00,AUDUSD=X,1h,fx,long,sl,0,-1.0,0.1509,-1.1509,74.32,-85.54,7346.73,5
2024-12-10 08:00:00+00:00,2024-12-10 09:00:00+00:00,EURUSD=X,1h,fx,long,sl,0,-1.0,0.2426,-1.2426,73.47,-91.29,7255.44,5
2024-12-10 10:00:00+00:00,2024-12-10 14:00:00+00:00,SI=F,1h,commodities,short,sl,0,-1.0,0.154,-1.154,72.55,-83.73,7171.71,5
2024-12-10 12:00:00+00:00,2024-12-13 12:00:00+00:00,XLE,4h,etfs,long,sl,0,-1.0,0.0454,-1.0454,71.72,-74.98,7096.74,5
2024-12-10 14:00:00+00:00,2024-12-10 15:00:00+00:00,NZDUSD=X,1h,fx,long,sl,0,-1.0,0.1229,-1.1229,70.97,-79.69,7017.05,5
2024-12-10 15:00:00+00:00,2024-12-10 16:00:00+00:00,GBPUSD=X,1h,fx,long,tp,1,3.0,0.2385,2.7615,70.17,193.77,7210.82,4
2024-12-10 15:30:00+00:00,2024-12-10 19:30:00+00:00,MA,1h,us_stocks,short,sl,0,-1.0,0.2843,-1.2843,72.11,-92.61,7118.21,5
2024-12-10 16:00:00+00:00,2024-12-10 20:00:00+00:00,XRP-USD,4h,crypto,long,tp,1,3.0,0.0828,2.9172,71.18,207.65,7325.87,5
2024-12-10 19:30:00+00:00,2024-12-11 18:30:00+00:00,NVDA,1h,us_stocks,long,tp,1,3.0,0.07,2.93,73.26,214.65,7540.51,5
2024-12-10 20:00:00+00:00,2024-12-12 04:00:00+00:00,XRP-USD,4h,crypto,short,sl,0,-1.0,0.099,-1.099,75.41,-82.87,7457.64,5
2024-12-11 00:00:00+00:00,2024-12-18 00:00:00+00:00,GC=F,1d,commodities,short,tp,1,3.0,0.0654,2.9346,74.58,218.85,7676.5,5
2024-12-11 20:30:00+00:00,2024-12-12 19:30:00+00:00,COST,1h,us_stocks,long,sl,0,-1.0,0.2159,-1.2159,76.76,-93.34,7583.16,5
2024-12-12 04:00:00+00:00,2024-12-12 12:00:00+00:00,EURUSD=X,4h,fx,short,tp,1,3.0,0.1398,2.8602,75.83,216.9,7800.06,5
2024-12-12 12:00:00+00:00,2024-12-16 16:00:00+00:00,ETH-USD,4h,crypto,short,sl,0,-1.0,0.2906,-1.2906,78.0,-100.67,7699.39,5
2024-12-12 20:30:00+00:00,2024-12-13 15:30:00+00:00,^GSPC,1h,indices,long,sl,0,-1.0,0.3563,-1.3563,76.99,-104.43,7594.96,5
2024-12-13 12:00:00+00:00,2024-12-18 16:00:00+00:00,VTI,4h,etfs,long,sl,0,-1.0,0.1516,-1.1516,75.95,-87.47,7507.5,5
2024-12-13 15:30:00+00:00,2024-12-18 18:30:00+00:00,VTI,1h,etfs,long,sl,0,-1.0,0.1572,-1.1572,75.07,-86.87,7420.62,5
2024-12-16 16:00:00+00:00,2024-12-17 12:00:00+00:00,BNB-USD,4h,crypto,short,sl,0,-1.0,0.4533,-1.4533,74.21,-107.85,7312.78,5
2024-12-17 12:00:00+00:00,2024-12-17 16:00:00+00:00,HD,4h,us_stocks,long,sl,0,-1.0,0.136,-1.136,73.13,-83.07,7229.7,5
2024-12-17 18:00:00+00:00,2024-12-17 19:00:00+00:00,BNB-USD,1h,crypto,long,sl,0,-1.0,0.8911,-1.8911,72.3,-136.72,7092.98,5
2024-12-17 20:00:00+00:00,2024-12-18 20:00:00+00:00,SI=F,4h,commodities,short,tp,1,3.0,0.1387,2.8613,70.93,202.95,7295.94,5
2024-12-18 00:00:00+00:00,2025-01-21 00:00:00+00:00,^DJI,1d,indices,long,tp,1,3.0,0.0595,2.9405,72.96,214.54,7510.47,4
2024-12-18 00:00:00+00:00,2025-01-10 00:00:00+00:00,IWM,1d,etfs,long,sl,0,-1.0,0.0262,-1.0262,75.1,-77.07,7433.4,5
2024-12-18 16:00:00+00:00,2024-12-18 20:00:00+00:00,GOOGL,4h,us_stocks,long,sl,0,-1.0,0.0449,-1.0449,74.33,-77.67,7355.74,5
2024-12-18 18:30:00+00:00,2024-12-18 20:30:00+00:00,AVGO,1h,us_stocks,long,sl,0,-1.0,0.0249,-1.0249,73.56,-75.39,7280.35,5
2024-12-18 20:00:00+00:00,2024-12-18 22:00:00+00:00,GBPUSD=X,1h,fx,long,sl,0,-1.0,0.2823,-1.2823,72.8,-93.35,7186.99,4
2024-12-18 20:00:00+00:00,2024-12-24 12:00:00+00:00,XLK,4h,etfs,long,tp,1,3.0,0.0484,2.9516,71.87,212.13,7399.12,5
2024-12-18 20:30:00+00:00,2024-12-19 14:30:00+00:00,^RUT,1h,indices,long,tp,1,3.0,0.3769,2.6231,73.99,194.09,7593.21,5
2024-12-19 00:00:00+00:00,2025-01-30 00:00:00+00:00,SI=F,1d,commodities,long,tp,1,3.0,0.0268,2.9732,75.93,225.76,7818.97,5
2024-12-19 15:00:00+00:00,2024-12-20 14:00:00+00:00,GC=F,1h,commodities,long,tp,1,3.0,0.2643,2.7357,78.19,213.9,8032.87,5
2024-12-20 14:00:00+00:00,2024-12-20 23:00:00+00:00,SOL-USD,1h,crypto,short,sl,0,-1.0,0.1387,-1.1387,80.33,-91.47,7941.4,5
2024-12-21 04:00:00+00:00,2024-12-29 20:00:00+00:00,XRP-USD,4h,crypto,short,tp,1,3.0,0.1144,2.8856,79.41,229.15,8170.55,5
2024-12-24 12:00:00+00:00,2024-12-26 12:00:00+00:00,GBPUSD=X,4h,fx,short,tp,1,3.0,0.112,2.888,81.71,235.96,8406.51,5
2024-12-26 12:00:00+00:00,2024-12-26 16:00:00+00:00,EURJPY=X,4h,fx,short,sl,0,-1.0,0.0412,-1.0412,84.07,-87.53,8318.99,5
2024-12-26 16:00:00+00:00,2024-12-30 12:00:00+00:00,XLF,4h,etfs,short,tp,1,3.0,0.0817,2.9183,83.19,242.77,8561.76,5
2024-12-29 20:00:00+00:00,2024-12-30 00:00:00+00:00,BNB-USD,4h,crypto,long,sl,0,-1.0,0.5476,-1.5476,85.62,-132.5,8429.26,5
2024-12-30 00:00:00+00:00,2024-12-30 10:00:00+00:00,NG=F,1h,commodities,short,sl,0,-1.0,0.0336,-1.0336,84.29,-87.12,8342.14,5
2024-12-30 12:00:00+00:00,2024-12-30 14:00:00+00:00,CL=F,1h,commodities,short,sl,0,-1.0,0.2229,-1.2229,83.42,-102.01,8240.12,4
2024-12-30 12:00:00+00:00,2025-01-02 12:00:00+00:00,GC=F,4h,commodities,long,tp,1,3.0,0.1607,2.8393,82.4,233.96,8474.09,5
2024-12-30 14:30:00+00:00,2024-12-31 14:30:00+00:00,GLD,1h,etfs,long,tp,1,3.0,0.2245,2.7755,84.74,235.2,8709.29,5
2024-12-31 14:30:00+00:00,2024-12-31 15:30:00+00:00,GLD,1h,etfs,short,sl,0,-1.0,0.2004,-1.2004,87.09,-104.54,8604.75,5
2024-12-31 15:30:00+00:00,2024-12-31 16:30:00+00:00,WMT,1h,us_stocks,long,sl,0,-1.0,0.1819,-1.1819,86.05,-101.7,8503.05,5
2024-12-31 17:00:00+00:00,2025-01-01 23:00:00+00:00,USDJPY=X,1h,fx,short,sl,0,-1.0,0.1088,-1.1088,85.03,-94.28,8408.77,5
2025-01-01 23:00:00+00:00,2025-01-02 04:00:00+00:00,USDCHF=X,1h,fx,short,tp,1,3.0,0.1773,2.8227,84.09,237.35,8646.12,5
2025-01-02 04:00:00+00:00,2025-01-02 06:00:00+00:00,GBPJPY=X,1h,fx,long,sl,0,-1.0,0.0717,-1.0717,86.46,-92.66,8553.46,5
2025-01-02 06:00:00+00:00,2025-01-02 07:00:00+00:00,AUDJPY=X,1h,fx,long,sl,0,-1.0,0.1,-1.1,85.53,-94.09,8459.38,5
2025-01-02 08:00:00+00:00,2025-01-02 12:00:00+00:00,GBPJPY=X,1h,fx,long,sl,0,-1.0,0.0306,-1.0306,84.59,-87.18,8372.2,5
2025-01-02 12:00:00+00:00,2025-01-06 12:00:00+00:00,TSLA,4h,us_stocks,long,tp,1,3.0,0.0224,2.9776,83.72,249.29,8621.48,4
2025-01-02 12:00:00+00:00,2025-01-02 16:00:00+00:00,TSLA,4h,us_stocks,long,sl,0,-1.0,0.034,-1.034,86.21,-89.14,8532.34,5
2025-01-02 16:00:00+00:00,2025-01-06 01:00:00+00:00,CL=F,1h,commodities,short,sl,0,-1.0,0.1002,-1.1002,85.32,-93.88,8438.46,5
2025-01-06 01:00:00+00:00,2025-01-06 08:00:00+00:00,AUDUSD=X,1h,fx,short,sl,0,-1.0,0.1318,-1.1318,84.38,-95.51,8342.95,5
2025-01-06 08:00:00+00:00,2025-01-07 12:00:00+00:00,SI=F,4h,commodities,short,sl,0,-1.0,0.0952,-1.0952,83.43,-91.37,8251.58,5
2025-01-06 12:00:00+00:00,2025-01-07 12:00:00+00:00,CVX,4h,us_stocks,short,sl,0,-1.0,0.1094,-1.1094,82.52,-91.54,8160.04,5
2025-01-07 12:00:00+00:00,2025-01-07 16:00:00+00:00,SOL-USD,4h,crypto,long,sl,0,-1.0,0.1643,-1.1643,81.6,-95.01,8065.03,4
2025-01-07 12:00:00+00:00,2025-01-07 16:00:00+00:00,DIA,4h,etfs,long,sl,0,-1.0,0.236,-1.236,80.65,-99.69,7965.34,5
2025-01-07 16:00:00+00:00,2025-01-08 00:00:00+00:00,AUDJPY=X,4h,fx,long,sl,0,-1.0,0.0641,-1.0641,79.65,-84.76,7880.59,4
2025-01-07 16:00:00+00:00,2025-01-08 01:00:00+00:00,AUDJPY=X,1h,fx,long,sl,0,-1.0,0.0828,-1.0828,78.81,-85.33,7795.26,5
2025-01-08 02:00:00+00:00,2025-01-08 03:00:00+00:00,SI=F,1h,commodities,long,sl,0,-1.0,0.715,-1.715,77.95,-133.69,7661.57,4
2025-01-08 03:00:00+00:00,2025-01-08 05:00:00+00:00,ETH-USD,1h,crypto,long,sl,0,-1.0,1.0571,-2.0571,76.62,-157.61,7503.96,4
2025-01-08 03:00:00+00:00,2025-01-08 04:00:00+00:00,SOL-USD,1h,crypto,long,sl,0,-1.0,0.5039,-1.5039,75.04,-112.85,7391.11,5
2025-01-08 04:00:00+00:00,2025-01-08 08:00:00+00:00,HG=F,1h,commodities,long,tp,1,3.0,0.5682,2.4318,73.91,179.74,7570.85,5
2025-01-08 06:00:00+00:00,2025-01-08 17:00:00+00:00,SOL-USD,1h,crypto,long,sl,0,-1.0,0.5202,-1.5202,75.71,-115.09,7455.76,5
2025-01-08 08:00:00+00:00,2025-01-08 12:00:00+00:00,USDCHF=X,1h,fx,short,sl,0,-1.0,0.1974,-1.1974,74.56,-89.27,7366.49,5
2025-01-08 12:00:00+00:00,2025-01-10 12:00:00+00:00,AAPL,4h,us_stocks,long,sl,0,-1.0,0.1234,-1.1234,73.66,-82.76,7283.73,5
2025-01-08 17:00:00+00:00,2025-01-08 18:00:00+00:00,SOL-USD,1h,crypto,long,tp,1,3.0,0.5948,2.4052,72.84,175.19,7458.92,5
2025-01-08 18:30:00+00:00,2025-01-10 14:30:00+00:00,VTI,1h,etfs,short,tp,1,3.0,0.1313,2.8687,74.59,213.98,7672.9,5
2025-01-10 00:00:00+00:00,2025-01-13 00:00:00+00:00,AAPL,1d,us_stocks,long,sl,0,-1.0,0.0448,-1.0448,76.73,-80.17,7592.73,5
2025-01-10 12:00:00+00:00,2025-01-13 00:00:00+00:00,USDJPY=X,4h,fx,short,tp,1,3.0,0.0381,2.9619,75.93,224.89,7817.62,5
